67	аа	ао	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#778.834#779.177
68	и	и	CCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#779.177#779.52
69	никакого	никакой	DET	_	Case=Gen|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#779.52#779.863
70	толкования	толкование	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#779.863#780.208
71	конечно	конечно	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#890.186#890.653
72	конечно	конечно	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#890.653#891.121
73	хорошо	хорошо	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@vvp1934m-words#@vvp1934m#893.219#893.555
74	/	/	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#893.555#893.891
75	скажите	сказать	VERB	_	Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#893.891#894.227
76	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@vvp1934m-words#@vvp1934m#894.227#894.563
77	пожалуйста	пожалуйста	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#894.563#894.899
78	/	/	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#894.899#895.235
79	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#895.235#895.571
80	ли	ли	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#895.571#895.907
81	ген	генный	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#895.907#896.243
82	языка	язык	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#896.243#896.579
83	на	на	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#896.579#896.915
84	ваш	ваш	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#896.915#897.251
85	взгляд?	взгляд?	SYM	_	_	_	_	_	@vvp1934m-words#@vvp1934m#897.251#897.592
86	нету	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#902.164#902.604
87	ээм	ээм	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#655.21#655.538
88	вот	вот	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#655.538#655.866
89	если	если	SCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#655.866#656.194
90	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@tvc1947f-words#@tvc1947f#656.194#656.522
91	позволите	позволить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=2|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#656.522#656.85
92	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#656.85#657.178
93	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@tvc1947f-words#@tvc1947f#657.178#657.506
94	на	на	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#657.506#657.834
95	шаг	шаг	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#657.834#658.162
96	раньше	ранее	ADV	_	Degree=Cmp	_	_	_	@tvc1947f-words#@tvc1947f#658.162#658.49
97	отступлю	отступить	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#658.49#658.82
98	все	весь	DET	_	Case=Nom|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#659.32#659.793
99	живые	живой	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#659.793#660.266
100	организмы	организм	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#660.266#660.739
101	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#660.739#661.212
102	все	весь	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#661.212#661.685
103	любой	любой	DET	_	Case=Gen|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#661.685#662.158
104	степени	степень	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#662.158#662.631
105	сложности	сложность	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#662.631#663.104
106	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#663.104#663.577
107	имеют	иметь	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#663.577#664.05
108	какие-то	какой-то	DET	_	Case=Nom|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#664.05#664.523
109	системы	система	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#664.523#664.996
110	коммуникации	коммуникация	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#664.996#665.48
111	кто	кто	PRON	_	Case=Nom	_	_	_	@tvc1947f-words#@tvc1947f#665.909#666.328
112	коммуницирует	коммуницировать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#666.328#666.747
113	с	с	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#666.747#667.166
114	помощью	помощь	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#667.166#667.585
115	химии	химия	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#667.585#668.004
116	скажем	сказать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#668.004#668.423
117	инфузория	инфузория	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#668.423#668.842
118	туфелька	туфелек	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#668.842#669.261
119	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#669.261#669.68
120	кто	кто	PRON	_	Case=Nom	_	_	_	@tvc1947f-words#@tvc1947f#669.68#670.099
121	с	с	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#670.099#670.518
122	помощью	помощь	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#670.518#670.937
123	электричества	электричество	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#670.937#671.356
124	какой-нибудь	какой-нибудь	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#671.356#671.775
125	электрический	электрический	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#671.775#672.194
126	скат	скат	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#672.194#672.613
127	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#672.613#673.032
128	кто-то	кто-то	PRON	_	Case=Nom	_	_	_	@tvc1947f-words#@tvc1947f#673.032#673.451
129	активно	активно	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#673.451#673.87
130	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#673.87#674.289
131	кто	кто	PRON	_	Case=Nom	_	_	_	@tvc1947f-words#@tvc1947f#674.289#674.708
132	запаховым	запаховый	ADJ	_	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#674.708#675.127
133	образом	образ	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#675.127#675.546
134	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#675.546#675.965
135	кто	кто	PRON	_	Case=Nom	_	_	_	@tvc1947f-words#@tvc1947f#675.965#676.384
136	акустически	акустически	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#676.384#676.803
137	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#676.803#677.222
138	нет	нет	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#677.222#677.641
139	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#677.641#678.06
140	организмов	организм	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#678.06#678.479
141	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#678.479#678.898
142	которые	который	PRON	_	Case=Nom	_	_	_	@tvc1947f-words#@tvc1947f#678.898#679.317
143	не	не	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#679.317#679.736
144	вступают	вступить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#679.736#680.155
145	в	в	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#680.155#680.574
146	коммуникацию	коммуникация	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#680.574#680.993
147	к	к	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#680.993#681.412
148	себе	себя	PRON	_	Case=Dat	_	_	_	@tvc1947f-words#@tvc1947f#681.412#681.831
149	подобными	подобный	ADJ	_	Case=Ins|Degree=Pos|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#681.831#682.25
150	или	или	CCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#682.25#682.669
151	со	с	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#682.669#683.088
152	своими	свой	DET	_	Case=Ins|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#683.088#683.507
153	врагами	враг	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#683.507#683.926
154	или	или	CCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#683.926#684.345
155	даже	даже	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#684.345#684.764
156	отчасти	отчасти	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#684.764#685.183
157	жертвами	жертва	NOUN	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#685.183#685.637
158	#вздох#	#вздох#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#685.999#686.37
159	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#686.37#686.741
160	и	и	CCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#686.741#687.112
161	поэтому	поэтому	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#687.112#687.483
162	встает	вставать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#687.483#687.854
163	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#687.854#688.225
164	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#688.225#688.596
165	а	а	CCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#688.596#688.967
166	что	что	PRON	_	Case=Nom	_	_	_	@tvc1947f-words#@tvc1947f#688.967#689.338
167	такого	такой	DET	_	Case=Gen|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#689.338#689.709
168	почему	почему	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#689.709#690.08
169	такой	такой	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#690.08#690.451
170	пафос	пафос	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#690.451#690.822
171	вокруг	вокруг	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#690.822#691.193
172	именно	именно	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#691.193#691.564
173	человеческого	человеческий	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#691.564#691.935
174	языка	язык	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#691.935#692.306
175	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#692.306#692.677
176	и	и	CCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#692.677#693.048
177	на	на	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#693.048#693.419
178	эту	этот	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#693.419#693.79
179	тему	тема	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#693.79#694.161
180	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#694.161#694.532
181	две	два	NUM	_	Animacy=Inan|Case=Acc|Gender=Fem	_	_	_	@tvc1947f-words#@tvc1947f#694.532#694.903
182	такие	такой	DET	_	Case=Acc|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#694.903#695.274
183	линии	линия	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#695.274#695.645
184	основных	основной	ADJ	_	Animacy=Anim|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#695.645#696.032
185	одни	один	DET	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#696.197#696.597
186	эээ	эээ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#696.597#696.997
187	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#696.997#697.397
188	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@tvc1947f-words#@tvc1947f#697.397#697.797
189	бы	бы	AUX	_	_	_	_	_	@tvc1947f-words#@tvc1947f#697.797#698.197
190	даже	даже	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#698.197#698.597
191	сказала	сказать	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#698.597#698.997
192	начиная	начинать	VERB	_	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#698.997#699.397
193	с	с	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#699.397#699.797
194	Дарвина	Дарвин	PROPN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#699.797#700.197
195	хотя	хотя	SCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#700.197#700.597
196	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@tvc1947f-words#@tvc1947f#700.597#700.997
197	именно	именно	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#700.997#701.397
198	языком-то	языкой-то	DET	_	Case=Loc|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#701.397#701.797
199	не	не	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#701.797#702.197
200	занимался	заниматься	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@tvc1947f-words#@tvc1947f#702.197#702.597
201	но	но	CCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#702.597#702.997
202	общее…	общее…	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#702.997#703.397
203	э	эра	INTJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#703.397#703.797
204	общий	общий	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#703.797#704.197
205	вектор	вектор	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#704.197#704.597
206	такой	такой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#704.597#704.999
207	говорят	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#705.208#705.574
208	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#705.574#705.94
209	да	да	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#705.94#706.306
210	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@tvc1947f-words#@tvc1947f#706.306#706.672
211	примерно	примерно	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#706.672#707.038
212	такие	такой	DET	_	Case=Acc|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#707.038#707.404
213	же	же	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#707.404#707.77
214	как	как	SCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#707.77#708.136
215	все	весь	DET	_	Case=Nom|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#708.136#708.502
216	остальные	остальной	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#708.502#708.868
