									
22	видео	видео	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur	_	_	_	@mdm1990f-words#@mdm1990f#00:08:51.491#00:08:51.762
23	снимаешь	снимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mdm1990f-words#@mdm1990f#00:08:51.762#00:08:52.033
24	сам	сам	PRON	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:08:52.033#00:08:52.304
25	что	что	PRON	_	Case=Acc	_	_	_	@mdm1990f-words#@mdm1990f#00:08:52.304#00:08:52.575
26	ещё	еще	ADV	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:08:52.575#00:08:52.846
27	сам	сам	PRON	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:08:52.846#00:08:53.117
28	делаешь	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mdm1990f-words#@mdm1990f#00:08:53.117#00:08:53.388
29	инстаграм	инстаграм	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:08:53.388#00:08:53.659
30	сам	сам	PRON	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:08:53.659#00:08:53.930
31	ведёшь	ведёшь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mdm1990f-words#@mdm1990f#00:08:53.930#00:08:54.201
32	или	или	CCONJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:08:54.201#00:08:54.472
33	за	за	ADP	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:08:54.472#00:08:54.743
34	тебя	ты	PRON	_	Case=Acc|Number=Sing|Person=2	_	_	_	@mdm1990f-words#@mdm1990f#00:08:54.743#00:08:55.014
35	там	там	ADV	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:08:55.014#00:08:55.285
36	подписывают	подписывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mdm1990f-words#@mdm1990f#00:08:55.285#00:08:55.556
37	?	?	PUNCT	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:08:55.556#00:08:55.827
38	/	/	PUNCT	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:08:55.827#00:08:56.098
39	/	/	PUNCT	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:08:56.098#00:08:56.401
40	угу	угу	INTJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:00.000#00:09:00.300
41	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:09:04.250#00:09:04.477
42	люди	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@mdm1990f-words#@mdm1990f#00:09:04.477#00:09:04.704
43	делают	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mdm1990f-words#@mdm1990f#00:09:04.704#00:09:04.931
44	уже	уже	ADV	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:04.931#00:09:05.158
45	команда	команда	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:09:05.158#00:09:05.385
46	/	/	PUNCT	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:05.385#00:09:05.612
47	или	или	CCONJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:05.612#00:09:05.839
48	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mdm1990f-words#@mdm1990f#00:09:05.839#00:09:06.066
49	?	?	PUNCT	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:06.066#00:09:06.300
50	угу	угу	INTJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:06.300#00:09:07.200
51	угу	угу	INTJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:13.800#00:09:14.000
52	а	а	CCONJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:22.200#00:09:22.513
53	какая	какой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:09:22.513#00:09:22.826
54	площадка	площадка	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:09:22.826#00:09:23.139
55	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@mdm1990f-words#@mdm1990f#00:09:23.139#00:09:23.452
56	щас	сейчас	ADV	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:23.452#00:09:23.765
57	больше	больше	ADV	_	Degree=Cmp	_	_	_	@mdm1990f-words#@mdm1990f#00:09:23.765#00:09:24.078
58	денег	деньги	NOUN	_	Animacy=Inan|Case=Gen|Number=Plur	_	_	_	@mdm1990f-words#@mdm1990f#00:09:24.078#00:09:24.391
59	приносит	приносить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mdm1990f-words#@mdm1990f#00:09:24.391#00:09:24.704
60	/	/	PUNCT	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:24.704#00:09:25.017
61	в	в	ADP	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:25.017#00:09:25.330
62	плане	план	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:09:25.330#00:09:25.643
63	вот	вот	PART	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:25.643#00:09:25.956
64	рекламы	реклама	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:09:25.956#00:09:26.269
65	как	как	PART	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:26.269#00:09:26.582
66	раз	раз	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:09:26.582#00:09:26.900
67	ютуб	ютуб	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:09:27.200#00:09:27.403
68	?	?	PUNCT	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:27.403#00:09:27.606
69	да	да	PART	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:27.606#00:09:27.809
70	/	/	PUNCT	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:27.809#00:09:28.012
71	а	а	CCONJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:28.012#00:09:28.215
72	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mdm1990f-words#@mdm1990f#00:09:28.215#00:09:28.418
73	почем	почем	ADV	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:28.418#00:09:28.621
74	берёшь	берёть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mdm1990f-words#@mdm1990f#00:09:28.621#00:09:28.824
75	за	за	ADP	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:28.824#00:09:29.027
76	интеграцию	интеграция	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:09:29.027#00:09:29.230
77	?	?	PUNCT	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:29.230#00:09:29.433
78	/	/	PUNCT	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:29.433#00:09:29.636
79	/	/	PUNCT	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:29.636#00:09:29.850
80	назови	назвать	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@mdm1990f-words#@mdm1990f#00:09:35.500#00:09:35.900
81	саму...	самый	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:09:35.900#00:09:36.300
82	самую	самый	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:09:36.300#00:09:36.700
83	большую	большой	ADJ	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:09:36.700#00:09:37.100
84	/	/	PUNCT	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:37.100#00:09:37.500
85	которую	который	PRON	_	Case=Acc	_	_	_	@mdm1990f-words#@mdm1990f#00:09:39.000#00:09:39.350
86	самую	самый	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:09:39.350#00:09:39.700
87	большую	большой	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:09:39.700#00:09:40.050
88	брал	брать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mdm1990f-words#@mdm1990f#00:09:40.050#00:09:40.400
89	угу	угу	INTJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:47.050#00:09:47.700
90	угу	угу	INTJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:48.600#00:09:48.900
91	[нрзб]	[нрзб]	X	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:50.000#00:09:51.000
92	угу	угу	INTJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:55.200#00:09:56.000
93	аа	аа	INTJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:59.000#00:09:59.433
94	/	/	PUNCT	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:59.433#00:09:59.866
95	ага	ага	PART	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:09:59.866#00:10:00.300
96	ага	ага	PART	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:03.200#00:10:03.800
97	и	и	CCONJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:04.600#00:10:04.842
98	и	и	CCONJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:04.842#00:10:05.084
99	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:10:05.084#00:10:05.326
100	самая	самый	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:10:05.326#00:10:05.568
101	дорогая	дорогой	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:10:05.568#00:10:05.810
102	да	да	PART	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:05.810#00:10:06.052
103	реклама	реклама	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:10:06.052#00:10:06.294
104	/	/	PUNCT	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:06.294#00:10:06.536
105	а	а	CCONJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:06.536#00:10:06.778
106	варламов	Варламов	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:10:06.778#00:10:07.020
107	ру	ру	X	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:07.020#00:10:07.262
108	дешевле	дешево	ADV	_	Degree=Cmp	_	_	_	@mdm1990f-words#@mdm1990f#00:10:07.262#00:10:07.504
109	[нрзб]	[нрзб]	X	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:07.504#00:10:07.746
110	?	?	PUNCT	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:07.746#00:10:08.000
111	угу	угу	INTJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:12.500#00:10:12.828
112	ну	ну	INTJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:12.828#00:10:13.156
113	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:10:13.156#00:10:13.484
114	отдельно	отдельно	ADV	_	Degree=Pos	_	_	_	@mdm1990f-words#@mdm1990f#00:10:13.484#00:10:13.812
115	да	да	PART	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:13.812#00:10:14.140
116	полностью	полностью	ADV	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:14.140#00:10:14.468
117	реклама	реклама	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:10:14.468#00:10:14.800
118	угу	угу	INTJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:19.050#00:10:19.450
119	угу	угу	INTJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:23.100#00:10:23.450
120	а	а	CCONJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:24.900#00:10:25.155
121	вот	вот	PART	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:25.155#00:10:25.410
122	этот	этот	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:10:25.410#00:10:25.665
123	блог	блог	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:10:25.665#00:10:25.920
124	/	/	PUNCT	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:25.920#00:10:26.175
125	варламов	Варламов	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:10:26.175#00:10:26.430
126	ру	ру	X	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:26.430#00:10:26.685
127	если	если	SCONJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:26.685#00:10:26.940
128	письменное	письменный	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:10:26.940#00:10:27.195
129	что-то	что-то	PRON	_	Case=Nom	_	_	_	@mdm1990f-words#@mdm1990f#00:10:27.195#00:10:27.450
130	угу	угу	NOUN	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:31.300#00:10:31.800
131	я-я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mdm1990f-words#@mdm1990f#00:10:34.000#00:10:34.248
132	просто	просто	PART	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:34.248#00:10:34.496
133	помню	помнить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mdm1990f-words#@mdm1990f#00:10:34.496#00:10:34.744
134	что	что	SCONJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:34.744#00:10:34.992
135	ээ	ээ	INTJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:34.992#00:10:35.240
136	давно-давно	давно	ADV	_	Degree=Pos	_	_	_	@mdm1990f-words#@mdm1990f#00:10:35.240#00:10:35.488
137	год	год	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:10:35.488#00:10:35.736
138	наверно	наверно	ADV	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:35.736#00:10:35.984
139	две	два	NUM	_	Case=Nom|Gender=Fem	_	_	_	@mdm1990f-words#@mdm1990f#00:10:35.984#00:10:36.232
140	тыщ	тысяча	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:10:36.232#00:10:36.480
141	двенадцатый	двенадцать	NUM	_	Case=Nom	_	_	_	@mdm1990f-words#@mdm1990f#00:10:36.480#00:10:36.728
142	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@mdm1990f-words#@mdm1990f#00:10:36.728#00:10:36.976
143	ещё	еще	ADV	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:36.976#00:10:37.224
144	были	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mdm1990f-words#@mdm1990f#00:10:37.224#00:10:37.472
145	в	в	ADP	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:37.472#00:10:37.720
146	России	Россия	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:10:37.720#00:10:37.968
147	у	у	ADP	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:37.968#00:10:38.216
148	нас	мы	PRON	_	Case=Gen|Number=Plur|Person=1	_	_	_	@mdm1990f-words#@mdm1990f#00:10:38.216#00:10:38.464
149	ещё	еще	ADV	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:38.464#00:10:38.712
150	очень-очень	очень	ADV	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:38.712#00:10:38.960
151	медленно	медленно	ADV	_	Degree=Pos	_	_	_	@mdm1990f-words#@mdm1990f#00:10:38.960#00:10:39.208
152	шел	идти	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mdm1990f-words#@mdm1990f#00:10:39.208#00:10:39.456
153	бизнес	бизнес	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:10:39.456#00:10:39.704
154	и	и	CCONJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:39.704#00:10:39.952
155	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mdm1990f-words#@mdm1990f#00:10:39.952#00:10:40.200
156	так	так	ADV	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:40.200#00:10:40.448
157	хотела	хотеть	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mdm1990f-words#@mdm1990f#00:10:40.448#00:10:40.696
158	в	в	ADP	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:40.696#00:10:40.944
159	твой	твой	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:10:40.944#00:10:41.192
160	блог	блог	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:10:41.192#00:10:41.440
161	попасть	попасть	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@mdm1990f-words#@mdm1990f#00:10:41.440#00:10:41.688
162	в	в	ADP	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:41.688#00:10:41.936
163	рекламу	реклама	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:10:41.936#00:10:42.200
164	написала	писать	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mdm1990f-words#@mdm1990f#00:10:42.600#00:10:42.909
165	ну	ну	INTJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:42.909#00:10:43.218
166	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@mdm1990f-words#@mdm1990f#00:10:43.218#00:10:43.527
167	написали	писать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mdm1990f-words#@mdm1990f#00:10:43.527#00:10:43.836
168	там	там	ADV	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:43.836#00:10:44.145
169	тип	типа	PART	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:44.145#00:10:44.454
170	двести	двести	NUM	_	Case=Nom	_	_	_	@mdm1990f-words#@mdm1990f#00:10:44.454#00:10:44.763
171	сорок	сорок	NUM	_	Case=Nom	_	_	_	@mdm1990f-words#@mdm1990f#00:10:44.763#00:10:45.072
172	чёт	что-то	PRON	_	Case=Nom	_	_	_	@mdm1990f-words#@mdm1990f#00:10:45.072#00:10:45.381
173	тысяч	тысяча	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@mdm1990f-words#@mdm1990f#00:10:45.381#00:10:45.690
174	рублей	рубль	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@mdm1990f-words#@mdm1990f#00:10:45.690#00:10:46.000
175	ну	ну	INTJ	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:46.500#00:10:46.761
176	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@mdm1990f-words#@mdm1990f#00:10:46.761#00:10:47.022
177	тогда	тогда	ADV	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:47.022#00:10:47.283
178	стоко	столько	ADV	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:47.283#00:10:47.544
179	вообще	вообще	ADV	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:47.544#00:10:47.805
180	не	не	PART	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:47.805#00:10:48.066
181	зарабатывали	зарабатывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mdm1990f-words#@mdm1990f#00:10:48.066#00:10:48.327
182	/	/	PUNCT	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:48.327#00:10:48.588
183	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mdm1990f-words#@mdm1990f#00:10:48.588#00:10:48.849
184	жила	жить	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mdm1990f-words#@mdm1990f#00:10:48.849#00:10:49.110
185	тогда	тогда	ADV	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:49.110#00:10:49.371
186	на	на	ADP	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:49.371#00:10:49.632
187	сто	сто	NUM	_	Case=Acc	_	_	_	@mdm1990f-words#@mdm1990f#00:10:49.632#00:10:49.893
188	баксов	бакс	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@mdm1990f-words#@mdm1990f#00:10:49.893#00:10:50.154
189	в	в	ADP	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:50.154#00:10:50.415
190	месяц	месяц	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:10:50.415#00:10:50.676
191	/	/	PUNCT	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:50.676#00:10:50.937
192	Дима	Дима	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:10:50.937#00:10:51.198
193	работал	работать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mdm1990f-words#@mdm1990f#00:10:51.198#00:10:51.459
194	на	на	ADP	_	_	_	_	_	@mdm1990f-words#@mdm1990f#00:10:51.459#00:10:51.720
195	другой	другой	ADJ	_	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:10:51.720#00:10:51.981
196	работе	работа	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@mdm1990f-words#@mdm1990f#00:10:51.981#00:10:52.242
197	песят	пятьдесят	NUM	_	Case=Nom	_	_	_	@mdm1990f-words#@mdm1990f#00:10:52.242#00:10:52.503
